MGI_ID	OMIM_ID
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_1350931	http://mowl.borg/OMIM_259700
http://mowl.borg/MGI_98533	http://mowl.borg/OMIM_601371
http://mowl.borg/MGI_98533	http://mowl.borg/OMIM_601371
http://mowl.borg/MGI_98533	http://mowl.borg/OMIM_601371
http://mowl.borg/MGI_98533	http://mowl.borg/OMIM_601371
http://mowl.borg/MGI_98533	http://mowl.borg/OMIM_601371
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
